feature_a,feature_b,encoded_feature_a,encoded_feature_b,correlation
card5,V276,card5__134.0,V276,1.0000000000000002
card5,V277,card5__134.0,V277,1.0000000000000002
card5,V278,card5__134.0,V278,1.0000000000000002
card5,V281,card5__134.0,V281,1.0000000000000002
card5,V284,card5__134.0,V284,1.0000000000000002
card5,V286,card5__134.0,V286,1.0000000000000002
card5,V288,card5__134.0,V288,1.0000000000000002
card5,V289,card5__134.0,V289,1.0000000000000002
card5,V290,card5__134.0,V290,1.0000000000000002
card5,V292,card5__134.0,V292,1.0000000000000002
card5,V297,card5__134.0,V297,1.0000000000000002
card5,V299,card5__134.0,V299,1.0000000000000002
card5,V300,card5__134.0,V300,1.0000000000000002
card5,V301,card5__134.0,V301,1.0000000000000002
card5,V306,card5__134.0,V306,0.9560627702217389
card5,V309,card5__134.0,V309,1.0000000000000002
card5,V311,card5__134.0,V311,1.0000000000000002
card5,V313,card5__134.0,V313,1.0000000000000002
card5,V315,card5__134.0,V315,1.0000000000000002
card5,V319,card5__134.0,V319,1.0000000000000002
card5,V321,card5__134.0,V321,1.0000000000000002
card5,id_17,card5__134.0,id_17__121.0,1.0
card5,M8,card5__166.0,M8,0.9534625892455925
card5,M9,card5__166.0,M9,0.9534625892455925
card6,card6,card6__credit,card6__debit,-1.0
addr1,id_14,addr1__170.0,id_14__-300.0,1.0
addr1,id_18,addr1__170.0,id_18__15.0,1.0
addr1,id_19,addr1__170.0,id_19__529.0,1.0
addr1,id_20,addr1__170.0,id_20__575.0,1.0
addr1,id_30,addr1__170.0,id_30__Mac OS X 10_11_6,1.0
addr1,id_32,addr1__170.0,id_32__24.0,1.0
addr1,id_33,addr1__170.0,id_33__1280x800,1.0
addr1,DeviceInfo,addr1__170.0,DeviceInfo__MacOS,1.0
addr1,V20,addr1__264.0,V20,1.0
addr1,V105,addr1__264.0,V105,1.0
addr1,V136,addr1__264.0,V136,1.0
addr1,P_emaildomain,addr1__325.0,P_emaildomain__mail.com,1.0
addr1,id_31,addr1__420.0,id_31__samsung browser 6.2,1.0
addr1,DeviceType,addr1__420.0,DeviceType__mobile,1.0
addr1,V95,addr1__476.0,V95,1.0
addr1,V96,addr1__476.0,V96,0.9889589636669703
addr1,V97,addr1__476.0,V97,0.9974457174120673
addr1,V100,addr1__476.0,V100,0.9692476431690821
addr1,V101,addr1__476.0,V101,1.0
addr1,V102,addr1__476.0,V102,0.9996543867521591
addr1,V103,addr1__476.0,V103,0.9991323401816897
addr1,V126,addr1__476.0,V126,1.0000000000000002
addr1,V127,addr1__476.0,V127,0.957326001443682
addr1,V128,addr1__476.0,V128,0.9938511339125281
addr1,V131,addr1__476.0,V131,0.9688035236479967
addr1,V132,addr1__476.0,V132,1.0000000000000002
addr1,V133,addr1__476.0,V133,0.9988097127048151
addr1,V134,addr1__476.0,V134,0.9962345795598618
addr1,V280,addr1__476.0,V280,0.9922294129960643
addr1,V293,addr1__476.0,V293,1.0
addr1,V294,addr1__476.0,V294,0.9996543867521591
addr1,V295,addr1__476.0,V295,0.9991323401816897
addr1,V308,addr1__476.0,V308,0.9791404286159807
addr1,V316,addr1__476.0,V316,1.0000000000000002
addr1,V317,addr1__476.0,V317,0.9988097127048151
addr1,V318,addr1__476.0,V318,0.9962345795598618
addr1,addr2,addr1____missing__,addr2__87.0,-1.0
addr1,R_emaildomain,addr1____missing__,R_emaildomain____missing__,-1.0
addr1,C4,addr1____missing__,C4,0.9999999999999998
addr1,C7,addr1____missing__,C7,0.9999999999999998
addr1,D6,addr1____missing__,D6,0.9999999999999998
addr1,D12,addr1____missing__,D12,0.9999999999999998
addr1,D13,addr1____missing__,D13,0.9999999999999998
addr1,D14,addr1____missing__,D14,0.9999999999999998
addr1,id_13,addr1____missing__,id_13__52.0,1.0
addr2,addr2,addr2__87.0,addr2____missing__,-1.0
addr2,R_emaildomain,addr2__87.0,R_emaildomain____missing__,1.0
addr2,C4,addr2__87.0,C4,-0.9999999999999998
addr2,C7,addr2__87.0,C7,-0.9999999999999998
addr2,D6,addr2__87.0,D6,-0.9999999999999998
addr2,D12,addr2__87.0,D12,-0.9999999999999998
addr2,D13,addr2__87.0,D13,-0.9999999999999998
addr2,D14,addr2__87.0,D14,-0.9999999999999998
addr2,id_13,addr2__87.0,id_13__52.0,-1.0
dist1,P_emaildomain,dist1,P_emaildomain__outlook.com,0.9939342786550848
P_emaildomain,R_emaildomain,P_emaildomain__hotmail.com,R_emaildomain__hotmail.com,1.0
P_emaildomain,id_06,P_emaildomain__hotmail.com,id_06,-1.0000000000000002
P_emaildomain,id_17,P_emaildomain__hotmail.com,id_17__225.0,1.0
P_emaildomain,id_19,P_emaildomain__hotmail.com,id_19__176.0,1.0
P_emaildomain,id_20,P_emaildomain__hotmail.com,id_20__507.0,1.0
P_emaildomain,V45,P_emaildomain__verizon.net,V45,1.0000000000000002
R_emaildomain,C4,R_emaildomain____missing__,C4,-0.9999999999999998
R_emaildomain,C7,R_emaildomain____missing__,C7,-0.9999999999999998
R_emaildomain,D6,R_emaildomain____missing__,D6,-0.9999999999999998
R_emaildomain,D12,R_emaildomain____missing__,D12,-0.9999999999999998
R_emaildomain,D13,R_emaildomain____missing__,D13,-0.9999999999999998
R_emaildomain,D14,R_emaildomain____missing__,D14,-0.9999999999999998
R_emaildomain,id_13,R_emaildomain____missing__,id_13__52.0,-1.0
R_emaildomain,D7,R_emaildomain__gmail.com,D7,1.0000000000000002
R_emaildomain,V37,R_emaildomain__gmail.com,V37,1.0000000000000002
R_emaildomain,V46,R_emaildomain__gmail.com,V46,1.0000000000000002
R_emaildomain,V55,R_emaildomain__gmail.com,V55,1.0000000000000002
R_emaildomain,V56,R_emaildomain__gmail.com,V56,1.0000000000000002
R_emaildomain,V66,R_emaildomain__gmail.com,V66,1.0000000000000002
R_emaildomain,V67,R_emaildomain__gmail.com,V67,1.0000000000000002
R_emaildomain,V77,R_emaildomain__gmail.com,V77,1.0000000000000002
R_emaildomain,V78,R_emaildomain__gmail.com,V78,1.0000000000000002
R_emaildomain,V167,R_emaildomain__gmail.com,V167,1.0000000000000002
R_emaildomain,V168,R_emaildomain__gmail.com,V168,1.0000000000000002
R_emaildomain,V169,R_emaildomain__gmail.com,V169,1.0000000000000002
R_emaildomain,V170,R_emaildomain__gmail.com,V170,1.0000000000000002
R_emaildomain,V171,R_emaildomain__gmail.com,V171,1.0000000000000002
R_emaildomain,V172,R_emaildomain__gmail.com,V172,1.0000000000000002
R_emaildomain,V174,R_emaildomain__gmail.com,V174,1.0000000000000002
R_emaildomain,V175,R_emaildomain__gmail.com,V175,1.0000000000000002
R_emaildomain,V176,R_emaildomain__gmail.com,V176,1.0000000000000002
R_emaildomain,V202,R_emaildomain__gmail.com,V202,1.0000000000000002
R_emaildomain,V203,R_emaildomain__gmail.com,V203,1.0000000000000002
R_emaildomain,V204,R_emaildomain__gmail.com,V204,1.0000000000000002
R_emaildomain,V205,R_emaildomain__gmail.com,V205,1.0000000000000002
R_emaildomain,V206,R_emaildomain__gmail.com,V206,1.0000000000000002
R_emaildomain,V207,R_emaildomain__gmail.com,V207,1.0000000000000002
R_emaildomain,V208,R_emaildomain__gmail.com,V208,1.0000000000000002
R_emaildomain,V209,R_emaildomain__gmail.com,V209,1.0000000000000002
R_emaildomain,V210,R_emaildomain__gmail.com,V210,1.0000000000000002
R_emaildomain,V214,R_emaildomain__gmail.com,V214,1.0000000000000002
R_emaildomain,V215,R_emaildomain__gmail.com,V215,1.0000000000000002
R_emaildomain,V216,R_emaildomain__gmail.com,V216,1.0000000000000002
R_emaildomain,V217,R_emaildomain__gmail.com,V217,1.0000000000000002
R_emaildomain,V218,R_emaildomain__gmail.com,V218,1.0000000000000002
R_emaildomain,V219,R_emaildomain__gmail.com,V219,1.0000000000000002
R_emaildomain,V220,R_emaildomain__gmail.com,V220,1.0000000000000002
R_emaildomain,V221,R_emaildomain__gmail.com,V221,1.0000000000000002
R_emaildomain,V222,R_emaildomain__gmail.com,V222,1.0000000000000002
R_emaildomain,V223,R_emaildomain__gmail.com,V223,1.0000000000000002
R_emaildomain,V224,R_emaildomain__gmail.com,V224,1.0000000000000002
R_emaildomain,V225,R_emaildomain__gmail.com,V225,1.0000000000000002
R_emaildomain,V227,R_emaildomain__gmail.com,V227,1.0000000000000002
R_emaildomain,V228,R_emaildomain__gmail.com,V228,1.0000000000000002
R_emaildomain,V229,R_emaildomain__gmail.com,V229,1.0000000000000002
R_emaildomain,V230,R_emaildomain__gmail.com,V230,1.0000000000000002
R_emaildomain,V263,R_emaildomain__gmail.com,V263,1.0000000000000002
R_emaildomain,V264,R_emaildomain__gmail.com,V264,1.0000000000000002
R_emaildomain,V265,R_emaildomain__gmail.com,V265,1.0000000000000002
R_emaildomain,V266,R_emaildomain__gmail.com,V266,1.0000000000000002
R_emaildomain,V267,R_emaildomain__gmail.com,V267,1.0000000000000002
R_emaildomain,V268,R_emaildomain__gmail.com,V268,1.0000000000000002
R_emaildomain,V270,R_emaildomain__gmail.com,V270,1.0000000000000002
R_emaildomain,V271,R_emaildomain__gmail.com,V271,1.0000000000000002
R_emaildomain,V272,R_emaildomain__gmail.com,V272,1.0000000000000002
R_emaildomain,V276,R_emaildomain__gmail.com,V276,1.0000000000000002
R_emaildomain,V277,R_emaildomain__gmail.com,V277,1.0000000000000002
R_emaildomain,V278,R_emaildomain__gmail.com,V278,1.0000000000000002
R_emaildomain,V281,R_emaildomain__gmail.com,V281,1.0000000000000002
R_emaildomain,V284,R_emaildomain__gmail.com,V284,1.0000000000000002
R_emaildomain,V286,R_emaildomain__gmail.com,V286,1.0000000000000002
R_emaildomain,V288,R_emaildomain__gmail.com,V288,1.0000000000000002
R_emaildomain,V289,R_emaildomain__gmail.com,V289,1.0000000000000002
R_emaildomain,V290,R_emaildomain__gmail.com,V290,1.0000000000000002
R_emaildomain,V292,R_emaildomain__gmail.com,V292,1.0000000000000002
R_emaildomain,V297,R_emaildomain__gmail.com,V297,1.0000000000000002
R_emaildomain,V299,R_emaildomain__gmail.com,V299,1.0000000000000002
R_emaildomain,V300,R_emaildomain__gmail.com,V300,1.0000000000000002
R_emaildomain,V301,R_emaildomain__gmail.com,V301,1.0000000000000002
R_emaildomain,V306,R_emaildomain__gmail.com,V306,0.9560627702217389
R_emaildomain,V309,R_emaildomain__gmail.com,V309,1.0000000000000002
R_emaildomain,V311,R_emaildomain__gmail.com,V311,1.0000000000000002
R_emaildomain,V313,R_emaildomain__gmail.com,V313,1.0000000000000002
R_emaildomain,V315,R_emaildomain__gmail.com,V315,1.0000000000000002
R_emaildomain,V319,R_emaildomain__gmail.com,V319,1.0000000000000002
R_emaildomain,V321,R_emaildomain__gmail.com,V321,1.0000000000000002
R_emaildomain,id_17,R_emaildomain__gmail.com,id_17__121.0,1.0
R_emaildomain,id_19,R_emaildomain__gmail.com,id_19__410.0,1.0
R_emaildomain,id_20,R_emaildomain__gmail.com,id_20__142.0,1.0
R_emaildomain,DeviceInfo,R_emaildomain__gmail.com,DeviceInfo__Windows,1.0
R_emaildomain,id_06,R_emaildomain__hotmail.com,id_06,-1.0000000000000002
C1,C14,C1,C14,0.9700289795661554
C4,C7,C4,C7,1.0
C4,D6,C4,D6,1.0
C4,D12,C4,D12,1.0
C4,D13,C4,D13,1.0
C4,D14,C4,D14,1.0
C4,id_13,C4,id_13__52.0,0.9999999999999998
C7,D6,C7,D6,1.0
C7,D12,C7,D12,1.0
C7,D13,C7,D13,1.0
C7,D14,C7,D14,1.0
C7,id_13,C7,id_13__52.0,0.9999999999999998
C8,C10,C8,C10,1.0
C8,V177,C8,V177,1.0
C8,V178,C8,V178,1.0
C8,V179,C8,V179,1.0
C8,V186,C8,V186,1.0
C8,V187,C8,V187,1.0
C8,V188,C8,V188,1.0
C8,V189,C8,V189,1.0
C8,V190,C8,V190,1.0
C8,V191,C8,V191,1.0
C8,V192,C8,V192,1.0
C8,V193,C8,V193,1.0
C8,V194,C8,V194,1.0
C8,V195,C8,V195,1.0
C8,V196,C8,V196,1.0
C8,V197,C8,V197,1.0
C8,V198,C8,V198,1.0
C8,V199,C8,V199,1.0
C8,V200,C8,V200,1.0
C8,V201,C8,V201,1.0
C8,V211,C8,V211,1.0
C8,V212,C8,V212,1.0
C8,V213,C8,V213,1.0
C8,V226,C8,V226,1.0
C8,V231,C8,V231,1.0
C8,V232,C8,V232,1.0
C8,V233,C8,V233,1.0
C8,V240,C8,V240,1.0
C8,V241,C8,V241,1.0
C8,V242,C8,V242,1.0
C8,V243,C8,V243,1.0
C8,V244,C8,V244,1.0
C8,V245,C8,V245,1.0
C8,V246,C8,V246,1.0
C8,V247,C8,V247,1.0
C8,V248,C8,V248,1.0
C8,V249,C8,V249,1.0
C8,V250,C8,V250,1.0
C8,V251,C8,V251,1.0
C8,V252,C8,V252,1.0
C8,V253,C8,V253,1.0
C8,V254,C8,V254,1.0
C8,V255,C8,V255,1.0
C8,V256,C8,V256,1.0
C8,V257,C8,V257,1.0
C8,V258,C8,V258,1.0
C8,V259,C8,V259,1.0
C8,V260,C8,V260,1.0
C8,V261,C8,V261,1.0
C8,V262,C8,V262,1.0
C8,V269,C8,V269,1.0
C8,V273,C8,V273,1.0
C8,V274,C8,V274,1.0
C8,V275,C8,V275,1.0
C8,V302,C8,V302,1.0
C8,V303,C8,V303,1.0
C8,V304,C8,V304,1.0
C8,id_12,C8,id_12__NotFound,1.0
C8,id_15,C8,id_15____missing__,-1.0
C8,id_16,C8,id_16____missing__,-1.0
C8,id_17,C8,id_17____missing__,-1.0
C8,id_19,C8,id_19____missing__,-1.0
C8,id_20,C8,id_20____missing__,-1.0
C8,id_28,C8,id_28____missing__,-1.0
C8,id_29,C8,id_29____missing__,-1.0
C8,id_31,C8,id_31____missing__,-1.0
C8,id_36,C8,id_36,1.0
C8,id_37,C8,id_37,1.0
C8,id_38,C8,id_38,1.0
C8,DeviceType,C8,DeviceType____missing__,-1.0
C8,has_identity,C8,has_identity,1.0
C10,V177,C10,V177,1.0
C10,V178,C10,V178,1.0
C10,V179,C10,V179,1.0
C10,V186,C10,V186,1.0
C10,V187,C10,V187,1.0
C10,V188,C10,V188,1.0
C10,V189,C10,V189,1.0
C10,V190,C10,V190,1.0
C10,V191,C10,V191,1.0
C10,V192,C10,V192,1.0
C10,V193,C10,V193,1.0
C10,V194,C10,V194,1.0
C10,V195,C10,V195,1.0
C10,V196,C10,V196,1.0
C10,V197,C10,V197,1.0
C10,V198,C10,V198,1.0
C10,V199,C10,V199,1.0
C10,V200,C10,V200,1.0
C10,V201,C10,V201,1.0
C10,V211,C10,V211,1.0
C10,V212,C10,V212,1.0
C10,V213,C10,V213,1.0
C10,V226,C10,V226,1.0
C10,V231,C10,V231,1.0
C10,V232,C10,V232,1.0
C10,V233,C10,V233,1.0
C10,V240,C10,V240,1.0
C10,V241,C10,V241,1.0
C10,V242,C10,V242,1.0
C10,V243,C10,V243,1.0
C10,V244,C10,V244,1.0
C10,V245,C10,V245,1.0
C10,V246,C10,V246,1.0
C10,V247,C10,V247,1.0
C10,V248,C10,V248,1.0
C10,V249,C10,V249,1.0
C10,V250,C10,V250,1.0
C10,V251,C10,V251,1.0
C10,V252,C10,V252,1.0
C10,V253,C10,V253,1.0
C10,V254,C10,V254,1.0
C10,V255,C10,V255,1.0
C10,V256,C10,V256,1.0
C10,V257,C10,V257,1.0
C10,V258,C10,V258,1.0
C10,V259,C10,V259,1.0
C10,V260,C10,V260,1.0
C10,V261,C10,V261,1.0
C10,V262,C10,V262,1.0
C10,V269,C10,V269,1.0
C10,V273,C10,V273,1.0
C10,V274,C10,V274,1.0
C10,V275,C10,V275,1.0
C10,V302,C10,V302,1.0
C10,V303,C10,V303,1.0
C10,V304,C10,V304,1.0
C10,id_12,C10,id_12__NotFound,1.0
C10,id_15,C10,id_15____missing__,-1.0
C10,id_16,C10,id_16____missing__,-1.0
C10,id_17,C10,id_17____missing__,-1.0
C10,id_19,C10,id_19____missing__,-1.0
C10,id_20,C10,id_20____missing__,-1.0
C10,id_28,C10,id_28____missing__,-1.0
C10,id_29,C10,id_29____missing__,-1.0
C10,id_31,C10,id_31____missing__,-1.0
C10,id_36,C10,id_36,1.0
C10,id_37,C10,id_37,1.0
C10,id_38,C10,id_38,1.0
C10,DeviceType,C10,DeviceType____missing__,-1.0
C10,has_identity,C10,has_identity,1.0
C12,V51,C12,V51,1.0
C12,V52,C12,V52,1.0
C12,V73,C12,V73,1.0
C12,V74,C12,V74,1.0
D3,D5,D3,D5,1.0
D6,D12,D6,D12,1.0
D6,D13,D6,D13,1.0
D6,D14,D6,D14,1.0
D6,id_13,D6,id_13__52.0,0.9999999999999998
D7,V37,D7,V37,1.0
D7,V46,D7,V46,1.0
D7,V55,D7,V55,1.0
D7,V56,D7,V56,1.0
D7,V66,D7,V66,1.0
D7,V67,D7,V67,1.0
D7,V77,D7,V77,1.0
D7,V78,D7,V78,1.0
D7,V167,D7,V167,1.0
D7,V168,D7,V168,1.0
D7,V169,D7,V169,1.0
D7,V170,D7,V170,1.0
D7,V171,D7,V171,1.0
D7,V172,D7,V172,1.0
D7,V174,D7,V174,1.0
D7,V175,D7,V175,1.0
D7,V176,D7,V176,1.0
D7,V202,D7,V202,1.0
D7,V203,D7,V203,1.0
D7,V204,D7,V204,1.0
D7,V205,D7,V205,1.0
D7,V206,D7,V206,1.0
D7,V207,D7,V207,1.0
D7,V208,D7,V208,1.0
D7,V209,D7,V209,1.0
D7,V210,D7,V210,1.0
D7,V214,D7,V214,1.0
D7,V215,D7,V215,1.0
D7,V216,D7,V216,1.0
D7,V217,D7,V217,1.0
D7,V218,D7,V218,1.0
D7,V219,D7,V219,1.0
D7,V220,D7,V220,1.0
D7,V221,D7,V221,1.0
D7,V222,D7,V222,1.0
D7,V223,D7,V223,1.0
D7,V224,D7,V224,1.0
D7,V225,D7,V225,1.0
D7,V227,D7,V227,1.0
D7,V228,D7,V228,1.0
D7,V229,D7,V229,1.0
D7,V230,D7,V230,1.0
D7,V263,D7,V263,1.0
D7,V264,D7,V264,1.0
D7,V265,D7,V265,1.0
D7,V266,D7,V266,1.0
D7,V267,D7,V267,1.0
D7,V268,D7,V268,1.0
D7,V270,D7,V270,1.0
D7,V271,D7,V271,1.0
D7,V272,D7,V272,1.0
D7,V276,D7,V276,1.0
D7,V277,D7,V277,1.0
D7,V278,D7,V278,1.0
D7,V281,D7,V281,1.0
D7,V284,D7,V284,1.0
D7,V286,D7,V286,1.0
D7,V288,D7,V288,1.0
D7,V289,D7,V289,1.0
D7,V290,D7,V290,1.0
D7,V292,D7,V292,1.0
D7,V297,D7,V297,1.0
D7,V299,D7,V299,1.0
D7,V300,D7,V300,1.0
D7,V301,D7,V301,1.0
D7,V306,D7,V306,0.9560627702217388
D7,V309,D7,V309,1.0
D7,V311,D7,V311,1.0
D7,V313,D7,V313,1.0
D7,V315,D7,V315,1.0
D7,V319,D7,V319,1.0
D7,V321,D7,V321,1.0
D7,id_17,D7,id_17__121.0,1.0000000000000002
D7,id_19,D7,id_19__410.0,1.0000000000000002
D7,id_20,D7,id_20__142.0,1.0000000000000002
D7,DeviceInfo,D7,DeviceInfo__Windows,1.0000000000000002
D9,id_03,D9,id_03,1.0
D9,id_04,D9,id_04,1.0
D9,id_09,D9,id_09,1.0
D9,id_10,D9,id_10,1.0
D9,id_15,D9,id_15__Found,1.0000000000000002
D9,id_16,D9,id_16__Found,1.0000000000000002
D9,id_28,D9,id_28__Found,1.0000000000000002
D9,id_29,D9,id_29__Found,1.0000000000000002
D12,D13,D12,D13,1.0
D12,D14,D12,D14,1.0
D12,id_13,D12,id_13__52.0,0.9999999999999998
D13,D14,D13,D14,1.0
D13,id_13,D13,id_13__52.0,0.9999999999999998
D14,id_13,D14,id_13__52.0,0.9999999999999998
M1,M2,M1,M2,1.0
M1,M3,M1,M3,0.9649012813540154
M1,V1,M1,V1,1.0
M1,V2,M1,V2,1.0
M1,V3,M1,V3,1.0
M1,V4,M1,V4,1.0
M1,V5,M1,V5,1.0
M1,V6,M1,V6,1.0
M1,V7,M1,V7,1.0
M1,V8,M1,V8,1.0
M1,V9,M1,V9,1.0
M2,M3,M2,M3,0.9649012813540154
M2,V1,M2,V1,1.0
M2,V2,M2,V2,1.0
M2,V3,M2,V3,1.0
M2,V4,M2,V4,1.0
M2,V5,M2,V5,1.0
M2,V6,M2,V6,1.0
M2,V7,M2,V7,1.0
M2,V8,M2,V8,1.0
M2,V9,M2,V9,1.0
M3,V1,M3,V1,0.9649012813540156
M3,V2,M3,V2,0.9649012813540156
M3,V3,M3,V3,0.9649012813540156
M3,V4,M3,V4,0.9649012813540156
M3,V5,M3,V5,0.9649012813540156
M3,V6,M3,V6,0.9649012813540156
M3,V7,M3,V7,0.9649012813540156
M3,V8,M3,V8,0.9649012813540156
M3,V9,M3,V9,0.9649012813540156
M8,M9,M8,M9,1.0
V1,V2,V1,V2,1.0
V1,V3,V1,V3,1.0
V1,V4,V1,V4,1.0
V1,V5,V1,V5,1.0
V1,V6,V1,V6,1.0
V1,V7,V1,V7,1.0
V1,V8,V1,V8,1.0
V1,V9,V1,V9,1.0
V2,V3,V2,V3,1.0
V2,V4,V2,V4,1.0
V2,V5,V2,V5,1.0
V2,V6,V2,V6,1.0
V2,V7,V2,V7,1.0
V2,V8,V2,V8,1.0
V2,V9,V2,V9,1.0
V3,V4,V3,V4,1.0
V3,V5,V3,V5,1.0
V3,V6,V3,V6,1.0
V3,V7,V3,V7,1.0
V3,V8,V3,V8,1.0
V3,V9,V3,V9,1.0
V4,V5,V4,V5,1.0
V4,V6,V4,V6,1.0
V4,V7,V4,V7,1.0
V4,V8,V4,V8,1.0
V4,V9,V4,V9,1.0
V5,V6,V5,V6,1.0
V5,V7,V5,V7,1.0
V5,V8,V5,V8,1.0
V5,V9,V5,V9,1.0
V6,V7,V6,V7,1.0
V6,V8,V6,V8,1.0
V6,V9,V6,V9,1.0
V7,V8,V7,V8,1.0
V7,V9,V7,V9,1.0
V8,V9,V8,V9,1.0
V10,V11,V10,V11,1.0
V12,V35,V12,V35,1.0
V12,V36,V12,V36,1.0
V13,V54,V13,V54,1.0
V13,V75,V13,V75,1.0
V13,V76,V13,V76,1.0
V14,V19,V14,V19,1.0
V14,V23,V14,V23,1.0
V14,V24,V14,V24,1.0
V14,V25,V14,V25,1.0
V14,V26,V14,V26,1.0
V14,V27,V14,V27,0.9999999999999999
V14,V28,V14,V28,0.9999999999999999
V14,V41,V14,V41,1.0
V14,V44,V14,V44,1.0
V14,V61,V14,V61,1.0
V14,V65,V14,V65,1.0
V14,V68,V14,V68,0.9999999999999999
V14,V82,V14,V82,1.0
V14,V83,V14,V83,1.0
V14,V86,V14,V86,1.0
V14,V87,V14,V87,1.0
V14,V88,V14,V88,1.0
V14,V89,V14,V89,0.9999999999999999
V14,V138,V14,V138,-0.9999999999999999
V14,V139,V14,V139,-0.9999999999999999
V14,V140,V14,V140,-0.9999999999999999
V14,V141,V14,V141,-0.9999999999999999
V14,V142,V14,V142,-0.9999999999999999
V14,V146,V14,V146,-0.9999999999999999
V14,V147,V14,V147,-0.9999999999999999
V14,V148,V14,V148,-0.9999999999999999
V14,V149,V14,V149,-0.9999999999999999
V14,V153,V14,V153,-0.9999999999999999
V14,V154,V14,V154,-0.9999999999999999
V14,V155,V14,V155,-0.9999999999999999
V14,V156,V14,V156,-0.9999999999999999
V14,V157,V14,V157,-0.9999999999999999
V14,V158,V14,V158,-0.9999999999999999
V14,V161,V14,V161,-0.9999999999999999
V14,V162,V14,V162,-0.9999999999999999
V14,V163,V14,V163,-0.9999999999999999
V14,V322,V14,V322,-0.9999999999999999
V14,V323,V14,V323,-0.9999999999999999
V14,V324,V14,V324,-0.9999999999999999
V14,V325,V14,V325,-0.9999999999999999
V14,V326,V14,V326,-0.9999999999999999
V14,V327,V14,V327,-0.9999999999999999
V14,V328,V14,V328,-0.9999999999999999
V14,V329,V14,V329,-0.9999999999999999
V14,V330,V14,V330,-0.9999999999999999
V14,V331,V14,V331,-0.9999999999999999
V14,V332,V14,V332,-0.9999999999999999
V14,V333,V14,V333,-0.9999999999999999
V14,V334,V14,V334,-0.9999999999999999
V14,V335,V14,V335,-0.9999999999999999
V14,V336,V14,V336,-0.9999999999999999
V14,V337,V14,V337,-0.9999999999999999
V14,V338,V14,V338,-0.9999999999999999
V14,V339,V14,V339,-0.9999999999999999
V14,id_14,V14,id_14____missing__,1.0
V14,id_17,V14,id_17__166.0,-1.0000000000000002
V14,id_30,V14,id_30____missing__,1.0
V14,id_32,V14,id_32____missing__,1.0
V14,id_33,V14,id_33____missing__,1.0
V14,id_34,V14,id_34____missing__,1.0
V15,V16,V15,V16,1.0
V15,V17,V15,V17,1.0
V15,V18,V15,V18,1.0
V15,V21,V15,V21,1.0
V15,V22,V15,V22,1.0
V15,V31,V15,V31,1.0
V15,V32,V15,V32,1.0
V15,V33,V15,V33,1.0
V15,V34,V15,V34,1.0
V15,V39,V15,V39,1.0
V15,V40,V15,V40,1.0
V15,V42,V15,V42,1.0
V15,V43,V15,V43,1.0
V15,V50,V15,V50,1.0
V15,V57,V15,V57,1.0
V15,V58,V15,V58,1.0
V15,V59,V15,V59,1.0
V15,V60,V15,V60,1.0
V15,V63,V15,V63,1.0
V15,V64,V15,V64,1.0
V15,V71,V15,V71,1.0
V15,V72,V15,V72,1.0
V15,V79,V15,V79,1.0
V15,V80,V15,V80,1.0
V15,V81,V15,V81,1.0
V15,V84,V15,V84,1.0
V15,V85,V15,V85,1.0
V15,V92,V15,V92,1.0
V15,V93,V15,V93,1.0
V15,V94,V15,V94,1.0
